trip_id,trip_date,pickup_hour,vehicle_type,zone,trip_distance_km,trip_duration_min,passenger_count,base_fare,tip_amount,total_fare,payment_type,weather,traffic_level,delay_minutes,is_delayed
TRIP-02470,2024-10-06,17,Taxi,Suburb,9.27,20.6,1,34.61,1.09,35.71,Card,Clear,Medium,3.9,0
TRIP-02471,2024-05-05,4,Bus,Downtown,11.18,38.6,9,17.32,1.83,19.15,Card,Heat,Low,1.4,0
TRIP-02472,2024-03-30,21,RideShare,Industrial,8.39,34.6,3,26.11,0.07,26.18,Card,Clear,Low,1.4,0
TRIP-02473,2024-06-23,2,Metro,Airport,11.25,57.0,4,11.0,3.14,14.13,Card,Rain,Medium,13.8,1
TRIP-02474,2024-07-25,14,Bus,Suburb,11.81,29.3,15,11.15,1.13,12.28,Cash,Rain,Low,15.9,1
TRIP-02475,2024-10-01,3,Bus,Airport,30.4,91.5,18,43.27,1.7,44.97,Card,Clear,Medium,0.3,0
TRIP-02476,2024-04-11,7,Taxi,Suburb,8.99,35.6,2,37.22,4.44,41.66,Card,Rain,Medium,3.8,0
TRIP-02477,2024-10-18,16,Taxi,Suburb,6.5,25.9,2,23.51,1.22,24.73,Card,Rain,Medium,7.8,1
TRIP-02478,2024-01-27,15,Taxi,Downtown,8.2,25.3,3,39.77,0.46,40.23,Card,Rain,Medium,8.2,1
TRIP-02479,2024-02-14,9,Bus,Airport,6.11,27.9,5,10.52,3.06,13.57,Mobile,Rain,Medium,7.7,1
TRIP-02480,2024-01-13,7,RideShare,Coastal,10.9,43.4,1,39.47,3.96,43.43,Card,Rain,Medium,4.7,0
TRIP-02481,2024-08-20,19,Bus,Suburb,7.66,45.9,36,5.32,0.72,6.04,Mobile,Clear,High,5.5,1
TRIP-02482,2024-07-07,10,Taxi,Coastal,5.44,15.5,3,25.51,4.51,30.02,Card,Clear,Medium,1.8,0
TRIP-02483,2024-12-27,14,Taxi,Suburb,6.92,31.6,3,25.67,1.82,27.49,Cash,Clear,Medium,0.4,0
TRIP-02484,2024-10-31,5,Taxi,Industrial,10.54,71.1,1,37.67,0.9,38.57,Mobile,Rain,High,2.9,0
TRIP-02485,2024-03-18,20,RideShare,Downtown,5.46,18.8,3,21.89,1.45,23.35,Card,Heat,Medium,1.2,0
TRIP-02486,2024-09-12,14,Bus,Industrial,10.4,40.3,44,5.35,4.71,10.06,Card,Clear,Low,1.8,0
TRIP-02487,2024-07-21,16,Metro,Downtown,12.71,44.0,4,12.48,0.11,12.58,Cash,Clear,Low,1.5,0
TRIP-02488,2024-12-12,8,RideShare,Downtown,15.35,51.9,2,62.5,1.36,63.86,Card,Clear,Medium,1.4,0
TRIP-02489,2024-03-11,5,Taxi,Downtown,2.32,9.4,3,8.07,1.88,9.95,Mobile,Rain,Medium,9.9,1
TRIP-02490,2024-07-08,3,Metro,Downtown,5.56,31.3,3,6.73,2.44,9.17,Card,Rain,High,11.8,1
TRIP-02491,2024-06-20,6,RideShare,Coastal,15.34,49.2,1,57.65,1.36,59.01,Cash,Rain,Medium,7.0,1
TRIP-02492,2024-06-28,15,Bus,Coastal,15.73,42.3,37,16.46,0.37,16.83,Card,Rain,Low,8.3,1
TRIP-02493,2024-07-07,5,Taxi,Industrial,9.52,65.5,1,34.51,0.75,35.26,Card,Fog,High,10.0,1
TRIP-02494,2024-01-31,22,RideShare,Downtown,10.41,25.3,1,41.21,3.45,44.66,Mobile,Clear,Medium,0.9,0
TRIP-02495,2024-04-27,17,RideShare,Coastal,8.62,46.4,3,34.62,1.23,35.86,Card,Clear,High,1.1,0
TRIP-02496,2024-08-31,2,Bus,Industrial,8.62,52.2,11,7.23,1.48,8.7,Mobile,Clear,High,4.0,0
TRIP-02497,2024-08-14,21,Bus,Airport,13.95,48.8,44,22.65,2.62,25.26,Card,Heat,Medium,2.0,0
TRIP-02498,2024-09-10,23,Taxi,Suburb,5.32,26.9,1,20.04,0.25,20.28,Card,Fog,Medium,5.9,1
TRIP-02499,2024-06-19,21,RideShare,Suburb,12.59,56.0,2,41.44,2.78,44.22,Card,Clear,Medium,2.7,0
TRIP-02500,2024-05-04,18,Bus,Downtown,11.41,33.5,28,13.28,2.25,15.53,Card,Clear,Medium,5.8,1
TRIP-02501,2024-09-17,5,Taxi,Suburb,4.68,13.3,2,16.25,2.78,19.03,Card,Clear,Medium,7.1,1
TRIP-02502,2024-02-07,9,Metro,Industrial,13.0,44.0,3,11.36,1.99,13.35,Cash,Heat,Low,0.6,0
TRIP-02503,2024-06-21,20,RideShare,Downtown,6.05,24.9,2,23.91,3.55,27.46,Card,Clear,Low,1.4,0
TRIP-02504,2024-06-20,17,RideShare,Airport,4.29,19.8,1,20.37,0.0,20.37,Mobile,Rain,Medium,4.8,0
TRIP-02505,2024-04-30,1,Taxi,Suburb,3.43,9.2,2,14.47,0.38,14.85,Card,Clear,Medium,1.9,0
TRIP-02506,2024-01-17,23,Taxi,Industrial,13.1,65.9,2,49.01,1.15,50.16,Cash,Rain,High,6.0,1
TRIP-02507,2024-06-23,9,RideShare,Coastal,15.57,66.4,2,58.07,4.05,62.13,Card,Rain,Medium,8.2,1
TRIP-02508,2024-12-25,11,RideShare,Industrial,9.45,40.4,1,31.39,4.39,35.78,Card,Clear,High,7.9,1
TRIP-02509,2024-03-12,5,Bus,Suburb,17.73,57.4,32,16.38,1.72,18.1,Mobile,Fog,Medium,9.4,1
TRIP-02510,2024-11-02,4,Metro,Suburb,13.65,79.4,5,11.37,2.93,14.31,Card,Clear,High,2.4,0
TRIP-02511,2024-06-23,14,Bus,Suburb,14.3,68.5,10,15.45,1.67,17.13,Cash,Fog,Medium,7.0,1
TRIP-02512,2024-10-12,2,Bus,Suburb,15.7,89.9,34,10.38,4.66,15.04,Card,Clear,High,1.9,0
TRIP-02513,2024-09-02,9,Taxi,Downtown,8.51,25.6,1,37.83,1.86,39.69,Card,Rain,Medium,8.9,1
TRIP-02514,2024-07-22,21,Taxi,Suburb,13.17,46.2,1,49.13,4.26,53.39,Card,Clear,High,2.7,0
TRIP-02515,2024-12-13,5,Taxi,Industrial,10.18,28.7,1,36.75,2.31,39.07,Card,Rain,Medium,2.9,0
TRIP-02516,2024-01-28,21,RideShare,Suburb,8.96,31.5,2,29.04,0.41,29.45,Card,Clear,Low,7.5,1
TRIP-02517,2024-11-02,16,Taxi,Coastal,11.47,60.0,1,46.86,4.87,51.72,Card,Rain,Medium,5.8,1
TRIP-02518,2024-10-08,16,Taxi,Suburb,19.48,86.1,1,73.03,1.54,74.57,Card,Clear,Medium,1.6,0
TRIP-02519,2024-05-21,5,Bus,Airport,16.95,43.8,27,22.82,1.09,23.91,Cash,Clear,Low,1.1,0
TRIP-02520,2024-02-02,21,Taxi,Downtown,5.85,21.6,1,26.09,4.5,30.59,Card,Fog,Medium,4.7,0
TRIP-02521,2024-04-18,15,Taxi,Downtown,10.57,32.8,1,48.3,3.72,52.02,Card,Clear,Low,1.0,0
TRIP-02522,2024-08-17,22,Bus,Airport,18.75,57.0,34,28.15,1.82,29.97,Card,Clear,High,8.2,1
TRIP-02523,2024-03-03,18,Bus,Suburb,29.27,120.0,28,28.29,1.02,29.31,Mobile,Rain,Medium,6.9,1
TRIP-02524,2024-08-26,16,Metro,Downtown,25.1,62.5,5,24.88,0.1,24.98,Card,Clear,Low,1.0,0
TRIP-02525,2024-11-08,10,RideShare,Downtown,12.31,75.3,1,47.91,2.91,50.82,Card,Heat,High,1.0,0
TRIP-02526,2024-05-18,0,Taxi,Downtown,11.44,40.5,2,53.31,1.12,54.44,Cash,Clear,Medium,0.4,0
TRIP-02527,2024-03-05,8,RideShare,Industrial,7.84,21.4,1,22.01,2.77,24.78,Card,Heat,Medium,1.0,0
TRIP-02528,2024-03-22,7,RideShare,Industrial,6.33,27.6,1,19.25,0.0,19.25,Cash,Heat,Medium,2.5,0
TRIP-02529,2024-10-03,0,RideShare,Airport,2.92,11.3,3,12.44,3.6,16.04,Card,Clear,Low,0.2,0
TRIP-02530,2024-06-19,4,Metro,Downtown,9.4,37.4,5,8.69,0.52,9.21,Cash,Clear,Low,0.1,0
TRIP-02531,2024-02-23,17,Metro,Downtown,16.5,63.4,3,16.63,0.21,16.84,Cash,Rain,High,7.8,1
TRIP-02532,2024-11-12,13,Metro,Downtown,8.07,44.7,4,6.62,3.55,10.16,Card,Fog,High,4.1,0
TRIP-02533,2024-03-17,15,Metro,Airport,11.37,35.8,4,13.6,3.74,17.34,Card,Clear,High,0.1,0
TRIP-02534,2024-03-20,14,Taxi,Downtown,12.51,52.8,1,57.26,4.92,62.18,Card,Clear,Low,1.7,0
TRIP-02535,2024-11-16,6,RideShare,Airport,25.78,118.8,1,128.35,2.22,130.57,Card,Clear,High,0.0,0
TRIP-02536,2024-02-14,22,Bus,Coastal,4.52,22.7,6,5.72,0.4,6.12,Mobile,Fog,Medium,6.1,1
TRIP-02537,2024-10-15,2,Metro,Suburb,2.36,7.7,4,2.63,1.11,3.74,Card,Rain,Medium,6.3,1
TRIP-02538,2024-12-19,22,Bus,Industrial,5.58,13.8,33,3.88,4.81,8.69,Card,Clear,Low,0.2,0
TRIP-02539,2024-01-06,17,Taxi,Downtown,7.32,34.1,1,30.02,3.79,33.81,Mobile,Clear,High,1.6,0
TRIP-02540,2024-03-04,1,Bus,Downtown,30.75,120.0,35,36.26,0.48,36.75,Card,Fog,High,11.9,1
TRIP-02541,2024-10-30,11,Bus,Coastal,18.08,49.7,22,18.4,4.0,22.41,Card,Heat,Low,5.9,1
TRIP-02542,2024-04-03,18,Bus,Airport,16.86,70.7,44,25.33,2.92,28.25,Card,Clear,High,2.9,0
TRIP-02543,2024-03-27,8,Taxi,Suburb,5.68,18.6,2,21.85,1.43,23.28,Cash,Clear,Medium,0.7,0
TRIP-02544,2024-11-10,11,Taxi,Coastal,9.76,19.5,2,43.3,0.55,43.85,Card,Clear,Low,0.9,0
TRIP-02545,2024-01-26,10,Bus,Suburb,3.95,11.5,44,3.75,3.12,6.87,Card,Rain,Low,5.6,1
TRIP-02546,2024-07-07,20,Bus,Airport,18.36,77.3,16,25.89,3.12,29.02,Mobile,Clear,Medium,3.6,0
TRIP-02547,2024-06-24,17,RideShare,Suburb,6.54,25.4,2,20.04,3.45,23.49,Mobile,Clear,Low,2.0,0
TRIP-02548,2024-08-06,0,Taxi,Downtown,11.65,51.8,2,54.42,1.75,56.17,Cash,Fog,Low,6.9,1
TRIP-02549,2024-12-22,13,Taxi,Downtown,16.69,57.7,3,80.04,0.25,80.29,Cash,Clear,High,0.5,0
TRIP-02550,2024-08-30,11,Taxi,Downtown,8.94,23.0,3,41.61,2.16,43.76,Card,Clear,Medium,1.8,0
TRIP-02551,2024-03-18,12,Bus,Coastal,8.14,33.1,19,9.91,0.4,10.31,Card,Clear,High,4.5,0
TRIP-02552,2024-04-19,8,Bus,Suburb,12.14,33.5,33,14.83,2.31,17.14,Card,Clear,Medium,2.2,0
TRIP-02553,2024-05-04,5,Metro,Downtown,11.4,25.8,1,11.22,4.79,16.01,Card,Clear,Medium,4.1,0
TRIP-02554,2024-02-29,11,RideShare,Downtown,7.42,27.8,1,27.93,0.08,28.01,Card,Clear,High,1.6,0
TRIP-02555,2024-09-07,18,Taxi,Suburb,11.34,35.3,3,43.39,1.43,44.82,Mobile,Clear,Low,3.0,0
TRIP-02556,2024-06-04,17,Metro,Coastal,14.12,53.4,4,15.79,2.12,17.91,Card,Clear,Medium,7.5,1
TRIP-02557,2024-12-16,10,Taxi,Downtown,7.48,19.1,2,35.87,1.31,37.18,Cash,Heat,Medium,1.0,0
TRIP-02558,2024-12-25,17,Taxi,Airport,2.36,10.6,2,13.68,3.41,17.08,Card,Heat,High,3.5,0
TRIP-02559,2024-06-23,16,Bus,Coastal,8.04,25.6,9,6.39,1.84,8.23,Card,Clear,Medium,0.1,0
TRIP-02560,2024-03-15,5,Taxi,Coastal,3.84,15.2,3,14.63,4.96,19.59,Card,Rain,High,2.6,0
TRIP-02561,2024-07-22,20,Metro,Coastal,14.5,91.3,2,14.2,2.59,16.78,Card,Clear,High,3.9,0
TRIP-02562,2024-12-24,3,Metro,Downtown,15.18,87.2,5,14.5,2.07,16.57,Card,Fog,Medium,16.2,1
TRIP-02563,2024-11-27,20,Metro,Downtown,13.22,34.6,1,12.94,4.81,17.76,Card,Heat,Medium,0.1,0
TRIP-02564,2024-05-27,13,Bus,Airport,9.73,29.3,41,15.91,2.34,18.24,Mobile,Rain,Low,9.3,1
TRIP-02565,2024-11-25,16,Metro,Downtown,11.79,30.2,1,9.78,4.85,14.63,Card,Rain,Medium,7.9,1
TRIP-02566,2024-05-08,18,Bus,Coastal,6.05,23.2,37,6.05,1.26,7.31,Cash,Clear,Low,1.2,0
TRIP-02567,2024-07-01,8,Taxi,Downtown,11.68,38.4,1,55.78,2.73,58.51,Card,Clear,Medium,2.1,0
TRIP-02568,2024-02-09,23,Taxi,Suburb,4.51,19.3,2,15.18,1.86,17.03,Card,Clear,Low,1.3,0
TRIP-02569,2024-03-13,2,Metro,Coastal,14.67,69.1,2,15.6,0.82,16.42,Mobile,Clear,High,10.9,1
TRIP-02570,2024-01-23,0,RideShare,Coastal,11.22,30.7,3,42.95,4.71,47.66,Card,Rain,Medium,16.1,1
TRIP-02571,2024-12-26,18,Taxi,Suburb,8.35,36.2,3,31.38,3.19,34.56,Card,Clear,Medium,9.4,1
TRIP-02572,2024-01-24,7,Bus,Coastal,16.45,69.7,42,19.22,1.23,20.45,Mobile,Clear,Medium,1.5,0
TRIP-02573,2024-11-23,2,Metro,Downtown,9.78,27.6,4,10.23,3.27,13.5,Card,Rain,Low,2.4,0
TRIP-02574,2024-10-15,19,RideShare,Airport,6.02,19.3,1,30.25,4.44,34.69,Card,Fog,Medium,8.6,1
TRIP-02575,2024-01-18,2,Bus,Downtown,10.73,77.1,5,9.93,1.49,11.42,Card,Rain,High,14.7,1
TRIP-02576,2024-11-25,12,Metro,Coastal,12.47,59.7,2,13.68,2.59,16.28,Card,Clear,Medium,2.4,0
TRIP-02577,2024-05-22,3,Metro,Coastal,6.84,33.3,4,6.83,4.09,10.92,Card,Fog,Medium,5.8,1
TRIP-02578,2024-09-24,2,RideShare,Downtown,1.07,3.8,1,5.98,2.41,8.39,Mobile,Clear,High,3.3,0
TRIP-02579,2024-03-30,13,Taxi,Downtown,3.5,9.8,2,16.83,3.56,20.39,Card,Rain,Low,5.5,1
TRIP-02580,2024-09-22,5,RideShare,Airport,3.1,16.4,3,18.33,2.94,21.27,Card,Clear,High,7.8,1
TRIP-02581,2024-06-24,5,Taxi,Downtown,8.74,19.1,2,39.3,0.63,39.93,Cash,Clear,Low,3.2,0
TRIP-02582,2024-05-21,8,RideShare,Industrial,4.18,16.1,2,15.21,1.52,16.73,Cash,Heat,High,1.3,0
TRIP-02583,2024-09-02,6,Taxi,Downtown,11.96,35.9,3,53.98,3.22,57.2,Card,Clear,High,1.2,0
TRIP-02584,2024-04-04,23,Taxi,Industrial,2.08,10.1,3,8.23,2.02,10.25,Mobile,Clear,High,1.0,0
TRIP-02585,2024-02-03,9,Taxi,Suburb,10.91,37.3,2,42.82,2.41,45.23,Card,Clear,Low,1.0,0
TRIP-02586,2024-06-02,13,Bus,Airport,14.71,72.9,23,21.88,4.73,26.61,Card,Heat,Medium,2.5,0
TRIP-02587,2024-04-18,21,Taxi,Downtown,4.93,17.1,3,19.86,1.45,21.31,Cash,Heat,High,1.8,0
TRIP-02588,2024-05-16,9,Taxi,Coastal,6.63,30.4,2,29.42,2.59,32.01,Card,Clear,Medium,0.9,0
TRIP-02589,2024-06-29,22,Bus,Suburb,10.78,37.1,7,9.96,3.37,13.33,Card,Rain,Medium,11.7,1
TRIP-02590,2024-01-21,16,Bus,Airport,9.09,40.8,11,14.86,1.9,16.76,Mobile,Clear,Medium,1.2,0
TRIP-02591,2024-04-02,14,Metro,Airport,12.88,52.8,1,14.32,1.31,15.63,Card,Rain,Low,12.2,1
TRIP-02592,2024-03-21,7,RideShare,Coastal,10.78,33.0,1,39.92,3.91,43.83,Mobile,Clear,Medium,0.4,0
TRIP-02593,2024-08-26,3,Metro,Industrial,13.79,55.8,4,9.54,0.75,10.29,Mobile,Clear,Low,4.7,0
TRIP-02594,2024-01-27,7,Taxi,Industrial,5.37,23.2,2,18.72,3.52,22.23,Card,Rain,Medium,6.5,1
TRIP-02595,2024-05-28,12,Taxi,Suburb,10.69,43.8,3,40.54,1.57,42.11,Card,Heat,Medium,7.5,1
TRIP-02596,2024-07-15,3,RideShare,Coastal,6.34,25.8,3,24.83,2.54,27.38,Card,Clear,Low,2.8,0
TRIP-02597,2024-11-04,18,Taxi,Downtown,7.65,23.3,3,36.06,1.76,37.83,Mobile,Clear,Low,0.7,0
TRIP-02598,2024-10-05,13,Bus,Industrial,19.39,68.5,39,16.21,4.65,20.87,Card,Heat,High,1.3,0
TRIP-02599,2024-08-25,17,RideShare,Airport,13.32,32.1,2,63.45,0.98,64.43,Card,Clear,Medium,1.8,0
TRIP-02600,2024-07-03,19,RideShare,Suburb,11.45,34.8,1,36.22,1.27,37.49,Card,Clear,Medium,1.4,0
TRIP-02601,2024-06-03,22,Bus,Coastal,7.05,42.2,41,7.62,2.12,9.74,Card,Clear,High,1.3,0
TRIP-02602,2024-07-28,12,Metro,Coastal,14.13,66.0,4,12.05,0.54,12.59,Mobile,Clear,Medium,1.1,0
TRIP-02603,2024-07-06,14,Bus,Suburb,4.03,14.8,35,2.87,3.04,5.91,Mobile,Clear,Medium,1.0,0
TRIP-02604,2024-11-09,23,Metro,Suburb,14.36,52.9,2,13.58,1.39,14.97,Cash,Clear,Medium,0.3,0
TRIP-02605,2024-06-07,5,Taxi,Coastal,6.35,16.2,2,28.44,3.3,31.75,Card,Clear,Low,3.3,0
TRIP-02606,2024-09-29,15,Taxi,Coastal,5.83,26.2,1,24.03,0.18,24.21,Mobile,Clear,Medium,1.9,0
TRIP-02607,2024-05-31,2,Metro,Industrial,24.1,83.7,3,19.03,1.7,20.74,Card,Fog,Low,10.0,1
TRIP-02608,2024-09-28,12,Taxi,Downtown,3.18,14.8,2,14.09,1.03,15.12,Mobile,Clear,High,2.3,0
TRIP-02609,2024-12-25,23,Metro,Airport,10.13,54.7,3,15.08,0.4,15.48,Card,Rain,Medium,6.4,1
TRIP-02610,2024-08-11,12,Bus,Coastal,17.91,68.9,29,19.74,3.93,23.68,Mobile,Clear,Low,10.5,1
TRIP-02611,2024-01-08,22,RideShare,Industrial,6.9,28.9,3,20.38,2.29,22.67,Card,Clear,Medium,2.2,0
TRIP-02612,2024-06-02,1,RideShare,Industrial,4.78,14.5,1,14.17,0.4,14.57,Cash,Clear,Low,4.7,0
TRIP-02613,2024-08-13,2,Bus,Suburb,23.96,61.7,15,22.06,1.17,23.23,Cash,Clear,Medium,0.9,0
TRIP-02614,2024-01-19,23,Metro,Airport,12.89,62.2,2,16.36,4.95,21.31,Card,Rain,High,10.0,1
TRIP-02615,2024-08-11,0,Taxi,Airport,7.75,34.8,3,43.98,0.28,44.26,Cash,Clear,High,2.6,0
TRIP-02616,2024-12-12,20,Bus,Industrial,14.98,73.6,38,14.52,2.49,17.01,Mobile,Rain,Medium,11.7,1
TRIP-02617,2024-01-25,10,Taxi,Downtown,9.84,43.4,1,45.51,1.33,46.85,Card,Heat,Medium,2.0,0
TRIP-02618,2024-07-19,3,RideShare,Suburb,8.22,37.8,2,26.92,3.07,29.99,Card,Clear,Medium,1.1,0
TRIP-02619,2024-09-03,13,RideShare,Industrial,11.92,26.9,2,38.9,4.06,42.96,Card,Heat,Low,5.0,0
TRIP-02620,2024-02-08,23,RideShare,Industrial,17.59,58.9,3,54.65,3.6,58.25,Mobile,Clear,Medium,0.6,0
TRIP-02621,2024-06-19,19,RideShare,Airport,6.78,29.6,3,30.26,0.72,30.97,Card,Clear,Medium,9.4,1
TRIP-02622,2024-02-10,4,RideShare,Industrial,6.23,19.1,3,19.53,0.17,19.69,Mobile,Clear,Low,1.4,0
TRIP-02623,2024-01-25,7,Taxi,Downtown,8.71,26.3,1,41.97,0.0,41.98,Mobile,Fog,Low,10.7,1
TRIP-02624,2024-09-14,1,RideShare,Downtown,10.57,46.7,3,38.37,2.08,40.45,Card,Rain,Low,5.4,1
TRIP-02625,2024-05-31,2,Bus,Airport,6.12,13.5,12,7.35,2.43,9.77,Mobile,Heat,Low,4.6,0
TRIP-02626,2024-01-27,11,Bus,Downtown,13.39,43.5,5,17.1,4.75,21.85,Card,Rain,Low,5.3,1
TRIP-02627,2024-07-11,13,Bus,Coastal,15.53,61.9,20,19.39,0.12,19.51,Card,Clear,Medium,2.8,0
TRIP-02628,2024-01-20,5,Taxi,Coastal,5.67,15.6,3,25.25,0.86,26.11,Card,Heat,Medium,1.1,0
TRIP-02629,2024-12-20,6,Taxi,Downtown,6.07,27.9,2,28.72,3.96,32.68,Card,Heat,Medium,4.0,0
TRIP-02630,2024-08-18,2,Taxi,Industrial,12.4,43.3,3,46.31,3.41,49.72,Card,Fog,Low,5.7,1
TRIP-02631,2024-02-02,19,Taxi,Suburb,5.49,20.2,3,19.99,2.23,22.22,Card,Rain,Medium,8.9,1
TRIP-02632,2024-08-25,6,Bus,Industrial,6.36,48.1,33,4.53,4.8,9.33,Card,Fog,High,12.3,1
TRIP-02633,2024-04-23,11,RideShare,Coastal,15.61,36.3,3,58.62,2.53,61.15,Mobile,Clear,Low,1.7,0
TRIP-02634,2024-07-12,8,Metro,Suburb,21.87,76.6,2,17.98,0.15,18.12,Card,Heat,Medium,0.0,0
TRIP-02635,2024-05-17,4,Bus,Downtown,35.54,120.0,35,43.47,1.54,45.01,Cash,Heat,Medium,9.5,1
TRIP-02636,2024-08-02,12,Bus,Downtown,14.8,37.6,42,19.07,4.42,23.49,Card,Rain,Low,4.1,0
TRIP-02637,2024-06-02,17,Bus,Suburb,26.06,78.7,22,28.29,0.26,28.55,Cash,Clear,Medium,2.8,0
TRIP-02638,2024-11-07,21,Taxi,Coastal,3.8,13.6,3,17.06,1.62,18.68,Mobile,Clear,Medium,2.0,0
TRIP-02639,2024-10-17,3,RideShare,Suburb,19.21,92.8,2,60.38,1.12,61.5,Card,Heat,Medium,4.2,0
TRIP-02640,2024-04-16,12,Taxi,Airport,8.67,42.1,2,48.0,0.22,48.22,Card,Heat,High,5.9,1
TRIP-02641,2024-04-30,12,Metro,Downtown,8.96,50.8,2,9.08,0.58,9.66,Card,Rain,High,3.3,0
TRIP-02642,2024-02-24,23,Metro,Coastal,14.09,58.5,1,15.5,1.21,16.71,Card,Heat,Medium,5.4,1
TRIP-02643,2024-01-17,10,Bus,Airport,9.5,24.5,30,15.09,4.55,19.65,Card,Clear,Medium,0.8,0
TRIP-02644,2024-10-19,14,RideShare,Industrial,6.34,23.2,1,18.08,0.67,18.75,Card,Heat,High,6.3,1
TRIP-02645,2024-03-22,20,Taxi,Suburb,12.91,44.4,3,47.81,0.38,48.19,Card,Clear,Medium,1.0,0
TRIP-02646,2024-05-02,20,RideShare,Downtown,9.35,48.3,3,36.59,1.37,37.96,Mobile,Clear,High,0.3,0
TRIP-02647,2024-01-07,20,Metro,Downtown,7.12,29.1,2,7.16,0.63,7.79,Cash,Clear,High,2.9,0
TRIP-02648,2024-02-22,12,Metro,Airport,10.3,22.3,3,12.1,0.85,12.96,Card,Clear,Low,1.2,0
TRIP-02649,2024-10-21,9,Metro,Airport,11.42,42.8,4,12.56,1.46,14.02,Cash,Clear,Low,0.5,0
TRIP-02650,2024-10-10,7,RideShare,Industrial,7.54,32.7,1,21.93,1.36,23.29,Card,Fog,Low,5.4,1
TRIP-02651,2024-12-07,20,RideShare,Industrial,6.55,40.4,1,19.94,0.26,20.21,Cash,Clear,High,3.4,0
TRIP-02652,2024-08-18,23,Bus,Downtown,13.68,67.0,29,16.86,3.9,20.77,Mobile,Rain,Medium,3.3,0
TRIP-02653,2024-09-21,1,RideShare,Suburb,7.17,29.6,3,21.78,0.76,22.54,Cash,Clear,Medium,9.7,1
TRIP-02654,2024-10-30,16,Metro,Downtown,6.94,29.7,2,7.36,0.1,7.45,Card,Fog,Medium,7.3,1
TRIP-02655,2024-04-08,12,Bus,Downtown,13.77,86.2,33,19.38,4.05,23.44,Card,Clear,High,2.1,0
TRIP-02656,2024-06-24,22,RideShare,Industrial,5.53,34.3,1,17.25,1.78,19.03,Card,Rain,High,5.5,1
TRIP-02657,2024-01-14,9,Bus,Industrial,8.75,22.6,10,8.59,1.76,10.36,Cash,Rain,Low,6.3,1
TRIP-02658,2024-07-16,15,Bus,Industrial,18.02,76.1,22,14.79,4.28,19.07,Card,Clear,Medium,5.0,0
TRIP-02659,2024-09-27,6,Taxi,Downtown,4.68,13.0,1,22.73,2.66,25.39,Mobile,Clear,Medium,6.8,1
TRIP-02660,2024-07-14,0,Taxi,Suburb,5.0,29.0,2,18.04,4.2,22.24,Card,Clear,High,0.3,0
TRIP-02661,2024-07-02,7,RideShare,Airport,8.79,42.0,2,44.32,0.24,44.56,Mobile,Clear,Medium,3.9,0
TRIP-02662,2024-12-20,17,Bus,Coastal,18.37,46.6,31,23.93,0.0,23.93,Card,Clear,Medium,4.3,0
TRIP-02663,2024-04-18,6,Bus,Suburb,23.44,76.2,10,22.19,0.23,22.41,Card,Clear,High,4.1,0
TRIP-02664,2024-05-06,23,Taxi,Coastal,10.6,51.6,1,45.79,4.3,50.08,Card,Rain,Medium,4.7,0
TRIP-02665,2024-03-31,8,Bus,Downtown,3.57,13.7,14,5.12,1.24,6.36,Cash,Clear,Low,3.5,0
TRIP-02666,2024-01-26,14,RideShare,Suburb,12.11,64.6,1,37.32,1.65,38.97,Card,Clear,High,1.1,0
TRIP-02667,2024-01-10,3,RideShare,Industrial,2.72,9.3,3,8.47,0.55,9.02,Cash,Clear,Medium,2.3,0
TRIP-02668,2024-02-19,15,Taxi,Airport,14.02,83.8,2,79.04,4.96,84.01,Card,Clear,High,5.0,0
TRIP-02669,2024-01-02,0,Bus,Suburb,21.62,84.8,37,21.28,4.49,25.78,Card,Clear,Medium,0.3,0
TRIP-02670,2024-03-04,5,Bus,Suburb,27.19,120.0,43,23.89,3.93,27.82,Mobile,Rain,Medium,7.1,1
TRIP-02671,2024-03-18,8,Metro,Coastal,9.83,34.7,1,10.05,0.44,10.49,Card,Rain,Medium,6.2,1
TRIP-02672,2024-01-09,20,Bus,Downtown,10.85,33.5,10,16.81,2.03,18.84,Mobile,Clear,Medium,4.2,0
TRIP-02673,2024-10-22,16,Bus,Coastal,5.18,17.6,28,5.36,1.19,6.55,Cash,Clear,Low,10.7,1
TRIP-02674,2024-01-15,0,Bus,Airport,4.42,17.6,15,4.41,3.09,7.5,Card,Clear,Medium,0.5,0
TRIP-02675,2024-10-20,21,Bus,Suburb,7.03,18.5,42,8.16,4.84,13.01,Card,Rain,Low,15.7,1
TRIP-02676,2024-02-08,18,Bus,Suburb,20.61,53.9,35,19.1,0.98,20.09,Cash,Clear,Medium,0.7,0
TRIP-02677,2024-04-14,5,Bus,Downtown,16.86,88.3,39,20.44,0.18,20.62,Cash,Fog,Medium,8.3,1
TRIP-02678,2024-11-05,6,RideShare,Coastal,8.77,37.3,2,32.09,3.88,35.97,Card,Rain,Medium,5.4,1
TRIP-02679,2024-12-05,22,Metro,Coastal,14.17,45.6,2,11.25,4.37,15.62,Card,Rain,Medium,11.5,1
TRIP-02680,2024-03-27,5,Taxi,Coastal,1.62,5.0,3,7.6,2.2,9.81,Card,Clear,Medium,2.6,0
TRIP-02681,2024-11-03,15,RideShare,Coastal,12.42,56.4,3,45.93,2.5,48.43,Mobile,Heat,Medium,0.2,0
TRIP-02682,2024-11-09,19,RideShare,Suburb,11.45,31.5,3,34.69,4.38,39.07,Card,Clear,Medium,8.2,1
